Name,Name2,X1 (Relative Compactness) ,X2 (Compactness),X3 (Surface Area) (m2),X4 (Wall Area) (m2),X5 (Roof and floor Area) (m2),X6 (Overall Height) (m),X7 (Glazing Percentage) ,X8 (Temperature) (in F),X9 (Orientation) ( in degrees),X10 (Roof U value) (BTU/hft2F),X11 (EX.Walls U value)(BTU/hft2F),X12 (EX.windows U value) (BTU/hft2F),X13 (SHGC of Windows) ,Interior Walls (BTU/hft2F),Ceilings (BTU/hft2F),Floors (BTU/hft2F),Slabs (BTU/hft2F),Doors -Metal (BTU/hft2F),Interior Windows (BTU/hft2F),Skylights (BTU/hft2F),Outdoor Air per Person (CFM),Y (Energy) (kwh/m2/year
ED,45M50,0.705,1.178,856,280,288,3.5,50,63,45,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,217
ED,135B0,0.705,1.178,856,280,288,3.5,0,72,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,208
ED,135C0,0.705,1.178,856,280,288,3.5,0,69,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,218
ED,135D0,0.705,1.178,856,280,288,3.5,0,45,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,203
ED,135K0,0.705,1.178,856,280,288,3.5,0,55,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
ED,135M0,0.705,1.178,856,280,288,3.5,0,63,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,202
ED,135B10,0.705,1.178,856,280,288,3.5,10,72,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,220
ED,135C10,0.705,1.178,856,280,288,3.5,10,69,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
ED,135D10,0.705,1.178,856,280,288,3.5,10,45,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,212
ED,135K10,0.705,1.178,856,280,288,3.5,10,55,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
ED,135M10,0.705,1.178,856,280,288,3.5,10,63,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,213
ED,135B30,0.705,1.178,856,280,288,3.5,30,72,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
ED,135C30,0.705,1.178,856,280,288,3.5,30,69,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,230
ED,135D30,0.705,1.178,856,280,288,3.5,30,45,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,214
ED,135K30,0.705,1.178,856,280,288,3.5,30,55,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,240
ED,135M30,0.705,1.178,856,280,288,3.5,30,63,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,216
ED,135B50,0.705,1.178,856,280,288,3.5,50,72,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
ED,135C50,0.705,1.178,856,280,288,3.5,50,69,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
ED,135D50,0.705,1.178,856,280,288,3.5,50,45,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,219
ED,135K50,0.705,1.178,856,280,288,3.5,50,55,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,247
ED,135M50,0.705,1.178,856,280,288,3.5,50,63,135,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,219
ED,225B0,0.705,1.178,856,280,288,3.5,0,72,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,209
ED,225C0,0.705,1.178,856,280,288,3.5,0,69,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,217
ED,225D0,0.705,1.178,856,280,288,3.5,0,45,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,202
ED,225K0,0.705,1.178,856,280,288,3.5,0,55,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
ED,225M0,0.705,1.178,856,280,288,3.5,0,63,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,202
ED,225B10,0.705,1.178,856,280,288,3.5,10,72,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,221
ED,225C10,0.705,1.178,856,280,288,3.5,10,69,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
ED,225D10,0.705,1.178,856,280,288,3.5,10,45,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,211
ED,225K10,0.705,1.178,856,280,288,3.5,10,55,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,235
ED,225M10,0.705,1.178,856,280,288,3.5,10,63,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,212
ED,225B30,0.705,1.178,856,280,288,3.5,30,72,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
ED,225C30,0.705,1.178,856,280,288,3.5,30,69,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,231
ED,225D30,0.705,1.178,856,280,288,3.5,30,45,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,217
ED,225K30,0.705,1.178,856,280,288,3.5,30,55,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,240
ED,225M30,0.705,1.178,856,280,288,3.5,30,63,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,216
ED,225B50,0.705,1.178,856,280,288,3.5,50,72,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
ED,225C50,0.705,1.178,856,280,288,3.5,50,69,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
ED,225D50,0.705,1.178,856,280,288,3.5,50,45,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,219
ED,225K50,0.705,1.178,856,280,288,3.5,50,55,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
ED,225M50,0.705,1.178,856,280,288,3.5,50,63,225,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,217
ED,315B0,0.705,1.178,856,280,288,3.5,0,72,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,209
ED,315C0,0.705,1.178,856,280,288,3.5,0,69,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,218
ED,315D0,0.705,1.178,856,280,288,3.5,0,45,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,203
ED,315K0,0.705,1.178,856,280,288,3.5,0,55,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,221
ED,315M0,0.705,1.178,856,280,288,3.5,0,63,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,203
ED,315B10,0.705,1.178,856,280,288,3.5,10,72,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
ED,315C10,0.705,1.178,856,280,288,3.5,10,69,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
ED,315D10,0.705,1.178,856,280,288,3.5,10,45,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,211
ED,315K10,0.705,1.178,856,280,288,3.5,10,55,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
ED,315M10,0.705,1.178,856,280,288,3.5,10,63,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,213
ED,315B30,0.705,1.178,856,280,288,3.5,30,72,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,225
ED,315C30,0.705,1.178,856,280,288,3.5,30,69,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
ED,315D30,0.705,1.178,856,280,288,3.5,30,45,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,216
ED,315K30,0.705,1.178,856,280,288,3.5,30,55,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,240
ED,315M30,0.705,1.178,856,280,288,3.5,30,63,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,217
ED,315B50,0.705,1.178,856,280,288,3.5,50,72,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
ED,315C50,0.705,1.178,856,280,288,3.5,50,69,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
ED,315D50,0.705,1.178,856,280,288,3.5,50,45,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,220
ED,315K50,0.705,1.178,856,280,288,3.5,50,55,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,245
ED,315M50,0.705,1.178,856,280,288,3.5,50,63,315,0.1201,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,219
EE,0B0,0.705,1.178,856,280,288,3.5,0,72,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,220
EE,0C0,0.705,1.178,856,280,288,3.5,0,69,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,225
EE,0D0,0.705,1.178,856,280,288,3.5,0,45,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,217
EE,0K0,0.705,1.178,856,280,288,3.5,0,55,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,0M0,0.705,1.178,856,280,288,3.5,0,63,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,218
EE,0B10,0.705,1.178,856,280,288,3.5,10,72,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,0C10,0.705,1.178,856,280,288,3.5,10,69,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,0D10,0.705,1.178,856,280,288,3.5,10,45,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,219
EE,0K10,0.705,1.178,856,280,288,3.5,10,55,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,242
EE,0M10,0.705,1.178,856,280,288,3.5,10,63,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,218
EE,0B30,0.705,1.178,856,280,288,3.5,30,72,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,235
EE,0C30,0.705,1.178,856,280,288,3.5,30,69,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
EE,0D30,0.705,1.178,856,280,288,3.5,30,45,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
EE,0K30,0.705,1.178,856,280,288,3.5,30,55,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,252
EE,0M30,0.705,1.178,856,280,288,3.5,30,63,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,0B50,0.705,1.178,856,280,288,3.5,50,72,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
EE,0C50,0.705,1.178,856,280,288,3.5,50,69,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,0D50,0.705,1.178,856,280,288,3.5,50,45,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
EE,0K50,0.705,1.178,856,280,288,3.5,50,55,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,252
EE,0M50,0.705,1.178,856,280,288,3.5,50,63,0,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,45B0,0.705,1.178,856,280,288,3.5,0,72,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
EE,45C0,0.705,1.178,856,280,288,3.5,0,69,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,45D0,0.705,1.178,856,280,288,3.5,0,45,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,221
EE,45K0,0.705,1.178,856,280,288,3.5,0,55,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,245
EE,45M0,0.705,1.178,856,280,288,3.5,0,63,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
EE,45B10,0.705,1.178,856,280,288,3.5,10,72,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
EE,45C10,0.705,1.178,856,280,288,3.5,10,69,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
EE,45D10,0.705,1.178,856,280,288,3.5,10,45,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,45K10,0.705,1.178,856,280,288,3.5,10,55,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,246
EE,45M10,0.705,1.178,856,280,288,3.5,10,63,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,45B30,0.705,1.178,856,280,288,3.5,30,72,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,239
EE,45C30,0.705,1.178,856,280,288,3.5,30,69,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,244
EE,45D30,0.705,1.178,856,280,288,3.5,30,45,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,230
EE,45K30,0.705,1.178,856,280,288,3.5,30,55,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,253
EE,45M30,0.705,1.178,856,280,288,3.5,30,63,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
EE,45B50,0.705,1.178,856,280,288,3.5,50,72,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,45C50,0.705,1.178,856,280,288,3.5,50,69,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
EE,45D50,0.705,1.178,856,280,288,3.5,50,45,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
EE,45K50,0.705,1.178,856,280,288,3.5,50,55,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
EE,45M50,0.705,1.178,856,280,288,3.5,50,63,45,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
EE,135B0,0.705,1.178,856,280,288,3.5,0,72,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
EE,135C0,0.705,1.178,856,280,288,3.5,0,69,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,135D0,0.705,1.178,856,280,288,3.5,0,45,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,135K0,0.705,1.178,856,280,288,3.5,0,55,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
EE,135M0,0.705,1.178,856,280,288,3.5,0,63,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
EE,135B10,0.705,1.178,856,280,288,3.5,10,72,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
EE,135C10,0.705,1.178,856,280,288,3.5,10,69,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
EE,135D10,0.705,1.178,856,280,288,3.5,10,45,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
EE,135K10,0.705,1.178,856,280,288,3.5,10,55,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
EE,135M10,0.705,1.178,856,280,288,3.5,10,63,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
EE,135B30,0.705,1.178,856,280,288,3.5,30,72,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
EE,135C30,0.705,1.178,856,280,288,3.5,30,69,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,135D30,0.705,1.178,856,280,288,3.5,30,45,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
EE,135K30,0.705,1.178,856,280,288,3.5,30,55,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
EE,135M30,0.705,1.178,856,280,288,3.5,30,63,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
EE,135B50,0.705,1.178,856,280,288,3.5,50,72,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
EE,135C50,0.705,1.178,856,280,288,3.5,50,69,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
EE,135D50,0.705,1.178,856,280,288,3.5,50,45,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,235
EE,135K50,0.705,1.178,856,280,288,3.5,50,55,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,259
EE,135M50,0.705,1.178,856,280,288,3.5,50,63,135,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,235
EE,225B0,0.705,1.178,856,280,288,3.5,0,72,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,221
EE,225C0,0.705,1.178,856,280,288,3.5,0,69,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
EE,225D0,0.705,1.178,856,280,288,3.5,0,45,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,219
EE,225K0,0.705,1.178,856,280,288,3.5,0,55,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,225M0,0.705,1.178,856,280,288,3.5,0,63,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,220
EE,225B10,0.705,1.178,856,280,288,3.5,10,72,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
EE,225C10,0.705,1.178,856,280,288,3.5,10,69,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
EE,225D10,0.705,1.178,856,280,288,3.5,10,45,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,221
EE,225K10,0.705,1.178,856,280,288,3.5,10,55,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,244
EE,225M10,0.705,1.178,856,280,288,3.5,10,63,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
EE,225B30,0.705,1.178,856,280,288,3.5,30,72,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,239
EE,225C30,0.705,1.178,856,280,288,3.5,30,69,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,244
EE,225D30,0.705,1.178,856,280,288,3.5,30,45,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,225K30,0.705,1.178,856,280,288,3.5,30,55,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,252
EE,225M30,0.705,1.178,856,280,288,3.5,30,63,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
EE,225B50,0.705,1.178,856,280,288,3.5,50,72,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,225C50,0.705,1.178,856,280,288,3.5,50,69,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,249
EE,225D50,0.705,1.178,856,280,288,3.5,50,45,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
EE,225K50,0.705,1.178,856,280,288,3.5,50,55,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
EE,225M50,0.705,1.178,856,280,288,3.5,50,63,225,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
EE,315B0,0.705,1.178,856,280,288,3.5,0,72,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,222
EE,315C0,0.705,1.178,856,280,288,3.5,0,69,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
EE,315D0,0.705,1.178,856,280,288,3.5,0,45,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,315K0,0.705,1.178,856,280,288,3.5,0,55,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,245
EE,315M0,0.705,1.178,856,280,288,3.5,0,63,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,221
EE,315B10,0.705,1.178,856,280,288,3.5,10,72,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
EE,315C10,0.705,1.178,856,280,288,3.5,10,69,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
EE,315D10,0.705,1.178,856,280,288,3.5,10,45,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,315K10,0.705,1.178,856,280,288,3.5,10,55,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,244
EE,315M10,0.705,1.178,856,280,288,3.5,10,63,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,223
EE,315B30,0.705,1.178,856,280,288,3.5,30,72,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
EE,315C30,0.705,1.178,856,280,288,3.5,30,69,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,243
EE,315D30,0.705,1.178,856,280,288,3.5,30,45,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
EE,315K30,0.705,1.178,856,280,288,3.5,30,55,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,251
EE,315M30,0.705,1.178,856,280,288,3.5,30,63,315,0.2245,0.1627,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,231
